"date","rank","song","artist","weeks-on-board"
1969-05-10,1,"Aquarius/Let The Sunshine In (The Flesh Failures)","The 5th Dimension",10
1969-05-03,1,"Aquarius/Let The Sunshine In (The Flesh Failures)","The 5th Dimension",9
1969-04-26,1,"Aquarius/Let The Sunshine In (The Flesh Failures)","The 5th Dimension",8
1969-04-19,1,"Aquarius/Let The Sunshine In (The Flesh Failures)","The 5th Dimension",7
1969-04-12,1,"Aquarius/Let The Sunshine In (The Flesh Failures)","The 5th Dimension",6
1969-04-05,1,"Dizzy","Tommy Roe",10
1969-03-29,1,"Dizzy","Tommy Roe",9
1969-03-22,1,"Dizzy","Tommy Roe",8
1969-03-15,1,"Dizzy","Tommy Roe",7
1969-03-08,1,"Everyday People","Sly & The Family Stone",15
1969-03-01,1,"Everyday People","Sly & The Family Stone",14
1969-02-22,1,"Everyday People","Sly & The Family Stone",13
1969-02-15,1,"Everyday People","Sly & The Family Stone",12
1969-02-08,1,"Crimson And Clover","Tommy James And The Shondells",9
1969-02-01,1,"Crimson And Clover","Tommy James And The Shondells",8
1969-01-25,1,"I Heard It Through The Grapevine","Marvin Gaye",10
1969-01-18,1,"I Heard It Through The Grapevine","Marvin Gaye",9
1969-01-11,1,"I Heard It Through The Grapevine","Marvin Gaye",8
1969-01-04,1,"I Heard It Through The Grapevine","Marvin Gaye",7
1968-12-28,1,"I Heard It Through The Grapevine","Marvin Gaye",6
1968-12-21,1,"I Heard It Through The Grapevine","Marvin Gaye",5
1968-12-14,1,"I Heard It Through The Grapevine","Marvin Gaye",4
1968-12-07,1,"Love Child","Diana Ross & The Supremes",8
1968-11-30,1,"Love Child","Diana Ross & The Supremes",7
1968-11-23,1,"Hey Jude","The Beatles",11
1968-11-16,1,"Hey Jude","The Beatles",10
1968-11-09,1,"Hey Jude","The Beatles",9
1968-11-02,1,"Hey Jude","The Beatles",8
1968-10-26,1,"Hey Jude","The Beatles",7
1968-10-19,1,"Hey Jude","The Beatles",6
1968-10-12,1,"Hey Jude","The Beatles",5
1968-10-05,1,"Hey Jude","The Beatles",4
1968-09-28,1,"Hey Jude","The Beatles",3
1968-09-21,1,"Harper Valley P.T.A.","Jeannie C. Riley",5
1968-09-14,1,"People Got To Be Free","The Rascals",9
1968-09-07,1,"People Got To Be Free","The Rascals",8
1968-08-31,1,"People Got To Be Free","The Rascals",7
1968-08-24,1,"People Got To Be Free","The Rascals",6
1968-08-17,1,"People Got To Be Free","The Rascals",5
1968-08-10,1,"Hello, I Love You","The Doors",6
1968-08-03,1,"Hello, I Love You","The Doors",5
1968-07-27,1,"Grazing In The Grass","Hugh Masekela",8
1968-07-20,1,"Grazing In The Grass","Hugh Masekela",7
1968-07-13,1,"This Guy's In Love With You","Herb Alpert",9
1968-07-06,1,"This Guy's In Love With You","Herb Alpert",8
1968-06-29,1,"This Guy's In Love With You","Herb Alpert",7
1968-06-22,1,"This Guy's In Love With You","Herb Alpert",6
1968-06-15,1,"Mrs. Robinson","Simon & Garfunkel",8
1968-06-08,1,"Mrs. Robinson","Simon & Garfunkel",7
1968-06-01,1,"Mrs. Robinson","Simon & Garfunkel",6
1968-05-25,1,"Tighten Up","Archie Bell & The Drells",9
1968-05-18,1,"Tighten Up","Archie Bell & The Drells",8
1968-05-11,1,"Honey","Bobby Goldsboro",8
1968-05-04,1,"Honey","Bobby Goldsboro",7
1968-04-27,1,"Honey","Bobby Goldsboro",6
1968-04-20,1,"Honey","Bobby Goldsboro",5
1968-04-13,1,"Honey","Bobby Goldsboro",4
1968-04-06,1,"(Sittin' On) The Dock Of The Bay","Otis Redding",11
1968-03-30,1,"(Sittin' On) The Dock Of The Bay","Otis Redding",10
1968-03-23,1,"(Sittin' On) The Dock Of The Bay","Otis Redding",9
1968-03-16,1,"(Sittin' On) The Dock Of The Bay","Otis Redding",8
1968-03-09,1,"Love Is Blue (L'amour Est Bleu)","Paul Mauriat And His Orchestra",10
1968-03-02,1,"Love Is Blue (L'amour Est Bleu)","Paul Mauriat And His Orchestra",9
1968-02-24,1,"Love Is Blue (L'amour Est Bleu)","Paul Mauriat And His Orchestra",8
1968-02-17,1,"Love Is Blue (L'amour Est Bleu)","Paul Mauriat And His Orchestra",7
1968-02-10,1,"Love Is Blue (L'amour Est Bleu)","Paul Mauriat And His Orchestra",6
1968-02-03,1,"Green Tambourine","The Lemon Pipers",8
1968-01-27,1,"Judy In Disguise (With Glasses)","John Fred And The Playboys",10
1968-01-20,1,"Judy In Disguise (With Glasses)","John Fred And The Playboys",9
1968-01-13,1,"Hello Goodbye","The Beatles",7
1968-01-06,1,"Hello Goodbye","The Beatles",6
1967-12-30,1,"Hello Goodbye","The Beatles",5
1967-12-23,1,"Daydream Believer","The Monkees",6
1967-12-16,1,"Daydream Believer","The Monkees",5
1967-12-09,1,"Daydream Believer","The Monkees",4
1967-12-02,1,"Daydream Believer","The Monkees",3
1967-11-25,1,"Incense And Peppermints","Strawberry Alarm Clock",9
1967-11-18,1,"To Sir With Love","Lulu",11
1967-11-11,1,"To Sir With Love","Lulu",10
1967-11-04,1,"To Sir With Love","Lulu",9
1967-10-28,1,"To Sir With Love","Lulu",8
1967-10-21,1,"To Sir With Love","Lulu",7
1967-10-14,1,"The Letter","The Box Tops",10
1967-10-07,1,"The Letter","The Box Tops",9
1967-09-30,1,"The Letter","The Box Tops",8
1967-09-23,1,"The Letter","The Box Tops",7
1967-09-16,1,"Ode To Billie Joe","Bobbie Gentry",7
1967-09-09,1,"Ode To Billie Joe","Bobbie Gentry",6
1967-09-02,1,"Ode To Billie Joe","Bobbie Gentry",5
1967-08-26,1,"Ode To Billie Joe","Bobbie Gentry",4
1967-08-19,1,"All You Need Is Love","The Beatles",5
1967-08-12,1,"Light My Fire","The Doors",11
1967-08-05,1,"Light My Fire","The Doors",10
1967-07-29,1,"Light My Fire","The Doors",9
1967-07-22,1,"Windy","The Association",9
1967-07-15,1,"Windy","The Association",8
1967-07-08,1,"Windy","The Association",7
1967-07-01,1,"Windy","The Association",6
1967-06-24,1,"Groovin'","The Young Rascals",10
1967-06-17,1,"Groovin'","The Young Rascals",9
1967-06-10,1,"Respect","Aretha Franklin",7
1967-06-03,1,"Respect","Aretha Franklin",6
1967-05-27,1,"Groovin'","The Young Rascals",6
1967-05-20,1,"Groovin'","The Young Rascals",5
1967-05-13,1,"The Happening","The Supremes",6
1967-05-06,1,"Somethin' Stupid","Nancy Sinatra & Frank Sinatra",8
1967-04-29,1,"Somethin' Stupid","Nancy Sinatra & Frank Sinatra",7
1967-04-22,1,"Somethin' Stupid","Nancy Sinatra & Frank Sinatra",6
1967-04-15,1,"Somethin' Stupid","Nancy Sinatra & Frank Sinatra",5
1967-04-08,1,"Happy Together","The Turtles",9
1967-04-01,1,"Happy Together","The Turtles",8
1967-03-25,1,"Happy Together","The Turtles",7
1967-03-18,1,"Penny Lane","The Beatles",4
1967-03-11,1,"Love Is Here And Now You're Gone","The Supremes",7
1967-03-04,1,"Ruby Tuesday","The Rolling Stones",7
1967-02-25,1,"Kind Of A Drag","The Buckinghams",9
1967-02-18,1,"Kind Of A Drag","The Buckinghams",8
1967-02-11,1,"I'm A Believer","The Monkees",10
1967-02-04,1,"I'm A Believer","The Monkees",9
1967-01-28,1,"I'm A Believer","The Monkees",8
1967-01-21,1,"I'm A Believer","The Monkees",7
1967-01-14,1,"I'm A Believer","The Monkees",6
1967-01-07,1,"I'm A Believer","The Monkees",5
1966-12-31,1,"I'm A Believer","The Monkees",4
1966-12-24,1,"Winchester Cathedral","The New Vaudeville Band",9
1966-12-17,1,"Winchester Cathedral","The New Vaudeville Band",8
1966-12-10,1,"Good Vibrations","The Beach Boys",8
1966-12-03,1,"Winchester Cathedral","The New Vaudeville Band",6
1966-11-26,1,"You Keep Me Hangin' On","The Supremes",5
1966-11-19,1,"You Keep Me Hangin' On","The Supremes",4
1966-11-12,1,"Poor Side Of Town","Johnny Rivers",9
1966-11-05,1,"Last Train To Clarksville","The Monkees",9
1966-10-29,1,"96 Tears","? (Question Mark) & The Mysterians",9
1966-10-22,1,"Reach Out I'll Be There","Four Tops",8
1966-10-15,1,"Reach Out I'll Be There","Four Tops",7
1966-10-08,1,"Cherish","The Association",7
1966-10-01,1,"Cherish","The Association",6
1966-09-24,1,"Cherish","The Association",5
1966-09-17,1,"You Can't Hurry Love","The Supremes",6
1966-09-10,1,"You Can't Hurry Love","The Supremes",5
1966-09-03,1,"Sunshine Superman","Donovan",6
1966-08-27,1,"Summer In The City","The Lovin' Spoonful",7
1966-08-20,1,"Summer In The City","The Lovin' Spoonful",6
1966-08-13,1,"Summer In The City","The Lovin' Spoonful",5
1966-08-06,1,"Wild Thing","The Troggs",7
1966-07-30,1,"Wild Thing","The Troggs",6
1966-07-23,1,"Hanky Panky","Tommy James And The Shondells",8
1966-07-16,1,"Hanky Panky","Tommy James And The Shondells",7
1966-07-09,1,"Paperback Writer","The Beatles",5
1966-07-02,1,"Strangers In The Night","Frank Sinatra",9
1966-06-25,1,"Paperback Writer","The Beatles",3
1966-06-18,1,"Paint It, Black","The Rolling Stones",6
1966-06-11,1,"Paint It, Black","The Rolling Stones",5
1966-06-04,1,"When A Man Loves A Woman","Percy Sledge",9
1966-05-28,1,"When A Man Loves A Woman","Percy Sledge",8
1966-05-21,1,"Monday, Monday","The Mamas & The Papas",7
1966-05-14,1,"Monday, Monday","The Mamas & The Papas",6
1966-05-07,1,"Monday, Monday","The Mamas & The Papas",5
1966-04-30,1,"Good Lovin'","The Young Rascals",8
1966-04-23,1,"(You're My) Soul And Inspiration","The Righteous Brothers",8
1966-04-16,1,"(You're My) Soul And Inspiration","The Righteous Brothers",7
1966-04-09,1,"(You're My) Soul And Inspiration","The Righteous Brothers",6
1966-04-02,1,"The Ballad Of The Green Berets","SSgt Barry Sadler",9
1966-03-26,1,"The Ballad Of The Green Berets","SSgt Barry Sadler",8
1966-03-19,1,"The Ballad Of The Green Berets","SSgt Barry Sadler",7
1966-03-12,1,"The Ballad Of The Green Berets","SSgt Barry Sadler",6
1966-03-05,1,"The Ballad Of The Green Berets","SSgt Barry Sadler",5
1966-02-26,1,"These Boots Are Made For Walkin'","Nancy Sinatra",6
1966-02-19,1,"Lightnin' Strikes","Lou Christie",9
1966-02-12,1,"My Love","Petula Clark",8
1966-02-05,1,"My Love","Petula Clark",7
1966-01-29,1,"We Can Work It Out","The Beatles",7
1966-01-22,1,"The Sound Of Silence","Simon & Garfunkel",10
1966-01-15,1,"We Can Work It Out","The Beatles",5
1966-01-08,1,"We Can Work It Out","The Beatles",4
1966-01-01,1,"The Sound Of Silence","Simon & Garfunkel",7
1965-12-25,1,"Over And Over","The Dave Clark Five",7
1965-12-18,1,"Turn! Turn! Turn! (To Everything There Is A Season)","The Byrds",9
1965-12-11,1,"Turn! Turn! Turn! (To Everything There Is A Season)","The Byrds",8
1965-12-04,1,"Turn! Turn! Turn! (To Everything There Is A Season)","The Byrds",7
1965-11-27,1,"I Hear A Symphony","The Supremes",5
1965-11-20,1,"I Hear A Symphony","The Supremes",4
1965-11-13,1,"Get Off Of My Cloud","The Rolling Stones",6
1965-11-06,1,"Get Off Of My Cloud","The Rolling Stones",5
1965-10-30,1,"Yesterday","The Beatles",6
1965-10-23,1,"Yesterday","The Beatles",5
1965-10-16,1,"Yesterday","The Beatles",4
1965-10-09,1,"Yesterday","The Beatles",3
1965-10-02,1,"Hang On Sloopy","The McCoys",8
1965-09-25,1,"Eve Of Destruction","Barry McGuire",6
1965-09-18,1,"Help!","The Beatles",7
1965-09-11,1,"Help!","The Beatles",6
1965-09-04,1,"Help!","The Beatles",5
1965-08-28,1,"I Got You Babe","Sonny & Cher",8
1965-08-21,1,"I Got You Babe","Sonny & Cher",7
1965-08-14,1,"I Got You Babe","Sonny & Cher",6
1965-08-07,1,"I'm Henry VIII, I Am","Herman's Hermits",6
1965-07-31,1,"(I Can't Get No) Satisfaction","The Rolling Stones",8
1965-07-24,1,"(I Can't Get No) Satisfaction","The Rolling Stones",7
1965-07-17,1,"(I Can't Get No) Satisfaction","The Rolling Stones",6
1965-07-10,1,"(I Can't Get No) Satisfaction","The Rolling Stones",5
1965-07-03,1,"I Can't Help Myself (Sugar Pie Honey Bunch)","Four Tops",8
1965-06-26,1,"Mr. Tambourine Man","The Byrds",7
1965-06-19,1,"I Can't Help Myself (Sugar Pie Honey Bunch)","Four Tops",6
1965-06-12,1,"Back In My Arms Again","The Supremes",7
1965-06-05,1,"Help Me, Rhonda","The Beach Boys",8
1965-05-29,1,"Help Me, Rhonda","The Beach Boys",7
1965-05-22,1,"Ticket To Ride","The Beatles",5
1965-05-15,1,"Mrs. Brown You've Got A Lovely Daughter","Herman's Hermits",5
1965-05-08,1,"Mrs. Brown You've Got A Lovely Daughter","Herman's Hermits",4
1965-05-01,1,"Mrs. Brown You've Got A Lovely Daughter","Herman's Hermits",3
1965-04-24,1,"Game Of Love","Wayne Fontana & The Mindbenders",6
1965-04-17,1,"I'm Telling You Now","Freddie And The Dreamers",6
1965-04-10,1,"I'm Telling You Now","Freddie And The Dreamers",5
1965-04-03,1,"Stop! In The Name Of Love","The Supremes",7
1965-03-27,1,"Stop! In The Name Of Love","The Supremes",6
1965-03-20,1,"Eight Days A Week","The Beatles",5
1965-03-13,1,"Eight Days A Week","The Beatles",4
1965-03-06,1,"My Girl","The Temptations",8
1965-02-27,1,"This Diamond Ring","Gary Lewis And The Playboys",7
1965-02-20,1,"This Diamond Ring","Gary Lewis And The Playboys",6
1965-02-13,1,"You've Lost That Lovin' Feelin'","The Righteous Brothers",10
1965-02-06,1,"You've Lost That Lovin' Feelin'","The Righteous Brothers",9
1965-01-30,1,"Downtown","Petula Clark",7
1965-01-23,1,"Downtown","Petula Clark",6
1965-01-16,1,"Come See About Me","The Supremes",10
1965-01-09,1,"I Feel Fine","The Beatles",6
1965-01-02,1,"I Feel Fine","The Beatles",5
1964-12-26,1,"I Feel Fine","The Beatles",4
1964-12-19,1,"Come See About Me","The Supremes",6
1964-12-12,1,"Mr. Lonely","Bobby Vinton",7
1964-12-05,1,"Ringo","Lorne Greene",6
1964-11-28,1,"Leader Of The Pack","The Shangri-Las",8
1964-11-21,1,"Baby Love","The Supremes",8
1964-11-14,1,"Baby Love","The Supremes",7
1964-11-07,1,"Baby Love","The Supremes",6
1964-10-31,1,"Baby Love","The Supremes",5
1964-10-24,1,"Do Wah Diddy Diddy","Manfred Mann",8
1964-10-17,1,"Do Wah Diddy Diddy","Manfred Mann",7
1964-10-10,1,"Oh, Pretty Woman","Roy Orbison And The Candy Men",7
1964-10-03,1,"Oh, Pretty Woman","Roy Orbison And The Candy Men",6
1964-09-26,1,"Oh, Pretty Woman","Roy Orbison And The Candy Men",5
1964-09-19,1,"House Of The Rising Sun","The Animals",7
1964-09-12,1,"House Of The Rising Sun","The Animals",6
1964-09-05,1,"House Of The Rising Sun","The Animals",5
1964-08-29,1,"Where Did Our Love Go","The Supremes",8
1964-08-22,1,"Where Did Our Love Go","The Supremes",7
1964-08-15,1,"Everybody Loves Somebody","Dean Martin",8
1964-08-08,1,"A Hard Day's Night","The Beatles",4
1964-08-01,1,"A Hard Day's Night","The Beatles",3
1964-07-25,1,"Rag Doll","The 4 Seasons Featuring the ""Sound of Frankie Valli""",6
1964-07-18,1,"Rag Doll","The 4 Seasons Featuring the ""Sound of Frankie Valli""",5
1964-07-11,1,"I Get Around","The Beach Boys",8
1964-07-04,1,"I Get Around","The Beach Boys",7
1964-06-27,1,"A World Without Love","Peter And Gordon",8
1964-06-20,1,"Chapel Of Love","The Dixie Cups",8
1964-06-13,1,"Chapel Of Love","The Dixie Cups",7
1964-06-06,1,"Chapel Of Love","The Dixie Cups",6
1964-05-30,1,"Love Me Do","The Beatles",8
1964-05-23,1,"My Guy","Mary Wells",8
1964-05-16,1,"My Guy","Mary Wells",7
1964-05-09,1,"Hello, Dolly!","Louis Armstrong And The All Stars",13
1964-05-02,1,"Can't Buy Me Love","The Beatles",6
1964-04-25,1,"Can't Buy Me Love","The Beatles",5
1964-04-18,1,"Can't Buy Me Love","The Beatles",4
1964-04-11,1,"Can't Buy Me Love","The Beatles",3
1964-04-04,1,"Can't Buy Me Love","The Beatles",2
1964-03-28,1,"She Loves You","The Beatles",10
1964-03-21,1,"She Loves You","The Beatles",9
1964-03-14,1,"I Want To Hold Your Hand","The Beatles",9
1964-03-07,1,"I Want To Hold Your Hand","The Beatles",8
1964-02-29,1,"I Want To Hold Your Hand","The Beatles",7
1964-02-22,1,"I Want To Hold Your Hand","The Beatles",6
1964-02-15,1,"I Want To Hold Your Hand","The Beatles",5
1964-02-08,1,"I Want To Hold Your Hand","The Beatles",4
1964-02-01,1,"I Want To Hold Your Hand","The Beatles",3
1964-01-25,1,"There! I've Said It Again","Bobby Vinton",9
1964-01-18,1,"There! I've Said It Again","Bobby Vinton",8
1964-01-11,1,"There! I've Said It Again","Bobby Vinton",7
1964-01-04,1,"There! I've Said It Again","Bobby Vinton",6
1963-12-28,1,"Dominique","The Singing Nun (Soeur Sourire)",8
1963-12-21,1,"Dominique","The Singing Nun (Soeur Sourire)",7
1963-12-14,1,"Dominique","The Singing Nun (Soeur Sourire)",6
1963-12-07,1,"Dominique","The Singing Nun (Soeur Sourire)",5
1963-11-30,1,"I'm Leaving It Up To You","Dale & Grace",9
1963-11-23,1,"I'm Leaving It Up To You","Dale & Grace",8
1963-11-16,1,"Deep Purple","Nino Tempo & April Stevens",10
1963-11-09,1,"Sugar Shack","Jimmy Gilmer And The Fireballs",8
1963-11-02,1,"Sugar Shack","Jimmy Gilmer And The Fireballs",7
1963-10-26,1,"Sugar Shack","Jimmy Gilmer And The Fireballs",6
1963-10-19,1,"Sugar Shack","Jimmy Gilmer And The Fireballs",5
1963-10-12,1,"Sugar Shack","Jimmy Gilmer And The Fireballs",4
1963-10-05,1,"Blue Velvet","Bobby Vinton",9
1963-09-28,1,"Blue Velvet","Bobby Vinton",8
1963-09-21,1,"Blue Velvet","Bobby Vinton",7
1963-09-14,1,"My Boyfriend's Back","The Angels",7
1963-09-07,1,"My Boyfriend's Back","The Angels",6
1963-08-31,1,"My Boyfriend's Back","The Angels",5
1963-08-24,1,"Fingertips - Pt 2","Little Stevie Wonder",10
1963-08-17,1,"Fingertips - Pt 2","Little Stevie Wonder",9
1963-08-10,1,"Fingertips - Pt 2","Little Stevie Wonder",8
1963-08-03,1,"So Much In Love","The Tymes",10
1963-07-27,1,"Surf City","Jan & Dean",7
1963-07-20,1,"Surf City","Jan & Dean",6
1963-07-13,1,"Easier Said Than Done","The Essex",6
1963-07-06,1,"Easier Said Than Done","The Essex",5
1963-06-29,1,"Sukiyaki","Kyu Sakamoto",8
1963-06-22,1,"Sukiyaki","Kyu Sakamoto",7
1963-06-15,1,"Sukiyaki","Kyu Sakamoto",6
1963-06-08,1,"It's My Party","Lesley Gore",5
1963-06-01,1,"It's My Party","Lesley Gore",4
1963-05-25,1,"If You Wanna Be Happy","Jimmy Soul",9
1963-05-18,1,"If You Wanna Be Happy","Jimmy Soul",8
1963-05-11,1,"I Will Follow Him","Little Peggy March",8
1963-05-04,1,"I Will Follow Him","Little Peggy March",7
1963-04-27,1,"I Will Follow Him","Little Peggy March",6
1963-04-20,1,"He's So Fine","The Chiffons",9
1963-04-13,1,"He's So Fine","The Chiffons",8
1963-04-06,1,"He's So Fine","The Chiffons",7
1963-03-30,1,"He's So Fine","The Chiffons",6
1963-03-23,1,"Our Day Will Come","Ruby And The Romantics",7
1963-03-16,1,"Walk Like A Man","The 4 Seasons",8
1963-03-09,1,"Walk Like A Man","The 4 Seasons",7
1963-03-02,1,"Walk Like A Man","The 4 Seasons",6
1963-02-23,1,"Hey Paula","Paul and Paula",9
1963-02-16,1,"Hey Paula","Paul and Paula",8
1963-02-09,1,"Hey Paula","Paul and Paula",7
1963-02-02,1,"Walk Right In","The Rooftop Singers",5
1963-01-26,1,"Walk Right In","The Rooftop Singers",4
1963-01-19,1,"Go Away Little Girl","Steve Lawrence",11
1963-01-12,1,"Go Away Little Girl","Steve Lawrence",10
1963-01-05,1,"Telstar","The Tornadoes",10
1962-12-29,1,"Telstar","The Tornadoes",9
1962-12-22,1,"Telstar","The Tornadoes",8
1962-12-15,1,"Big Girls Don't Cry","The 4 Seasons",9
1962-12-08,1,"Big Girls Don't Cry","The 4 Seasons",8
1962-12-01,1,"Big Girls Don't Cry","The 4 Seasons",7
1962-11-24,1,"Big Girls Don't Cry","The 4 Seasons",6
1962-11-17,1,"Big Girls Don't Cry","The 4 Seasons",5
1962-11-10,1,"He's A Rebel","The Crystals",10
1962-11-03,1,"He's A Rebel","The Crystals",9
1962-10-27,1,"Monster Mash","Bobby ""Boris"" Pickett And The Crypt-Kickers",8
1962-10-20,1,"Monster Mash","Bobby ""Boris"" Pickett And The Crypt-Kickers",7
1962-10-13,1,"Sherry","The 4 Seasons",8
1962-10-06,1,"Sherry","The 4 Seasons",7
1962-09-29,1,"Sherry","The 4 Seasons",6
1962-09-22,1,"Sherry","The 4 Seasons",5
1962-09-15,1,"Sherry","The 4 Seasons",4
1962-09-08,1,"Sheila","Tommy Roe",7
1962-09-01,1,"Sheila","Tommy Roe",6
1962-08-25,1,"The Loco-Motion","Little Eva",9
1962-08-18,1,"Breaking Up Is Hard To Do","Neil Sedaka",8
1962-08-11,1,"Breaking Up Is Hard To Do","Neil Sedaka",7
1962-08-04,1,"Roses Are Red (My Love)","Bobby Vinton",9
1962-07-28,1,"Roses Are Red (My Love)","Bobby Vinton",8
1962-07-21,1,"Roses Are Red (My Love)","Bobby Vinton",7
1962-07-14,1,"Roses Are Red (My Love)","Bobby Vinton",6
1962-07-07,1,"The Stripper","David Rose and His Orchestra",9
1962-06-30,1,"I Can't Stop Loving You","Ray Charles",9
1962-06-23,1,"I Can't Stop Loving You","Ray Charles",8
1962-06-16,1,"I Can't Stop Loving You","Ray Charles",7
1962-06-09,1,"I Can't Stop Loving You","Ray Charles",6
1962-06-02,1,"I Can't Stop Loving You","Ray Charles",5
1962-05-26,1,"Stranger On The Shore","Mr. Acker Bilk",11
1962-05-19,1,"Soldier Boy","The Shirelles",9
1962-05-12,1,"Soldier Boy","The Shirelles",8
1962-05-05,1,"Soldier Boy","The Shirelles",7
1962-04-28,1,"Good Luck Charm","Elvis Presley With The Jordanaires",7
1962-04-21,1,"Good Luck Charm","Elvis Presley With The Jordanaires",6
1962-04-14,1,"Johnny Angel","Shelley Fabares",7
1962-04-07,1,"Johnny Angel","Shelley Fabares",6
1962-03-31,1,"Don't Break The Heart That Loves You","Connie Francis",8
1962-03-24,1,"Hey! Baby","Bruce Channel",9
1962-03-17,1,"Hey! Baby","Bruce Channel",8
1962-03-10,1,"Hey! Baby","Bruce Channel",7
1962-03-03,1,"Duke Of Earl","Gene Chandler",8
1962-02-24,1,"Duke Of Earl","Gene Chandler",7
1962-02-17,1,"Duke Of Earl","Gene Chandler",6
1962-02-10,1,"Peppermint Twist - Part I","Joey Dee & the Starliters",12
1962-02-03,1,"Peppermint Twist - Part I","Joey Dee & the Starliters",11
1962-01-27,1,"Peppermint Twist - Part I","Joey Dee & the Starliters",10
1962-01-20,1,"The Twist","Chubby Checker",28
1962-01-13,1,"The Twist","Chubby Checker",27
1962-01-06,1,"The Lion Sleeps Tonight","The Tokens",8
1961-12-25,1,"The Lion Sleeps Tonight","The Tokens",7
1961-12-18,1,"The Lion Sleeps Tonight","The Tokens",6
1961-12-11,1,"Please Mr. Postman","The Marvelettes",15
1961-12-04,1,"Big Bad John","Jimmy Dean",10
1961-11-27,1,"Big Bad John","Jimmy Dean",9
1961-11-20,1,"Big Bad John","Jimmy Dean",8
1961-11-13,1,"Big Bad John","Jimmy Dean",7
1961-11-06,1,"Big Bad John","Jimmy Dean",6
1961-10-30,1,"Runaround Sue","Dion",6
1961-10-23,1,"Runaround Sue","Dion",5
1961-10-16,1,"Hit The Road Jack","Ray Charles and his Orchestra",6
1961-10-09,1,"Hit The Road Jack","Ray Charles and his Orchestra",5
1961-10-02,1,"Take Good Care Of My Baby","Bobby Vee",9
1961-09-25,1,"Take Good Care Of My Baby","Bobby Vee",8
1961-09-18,1,"Take Good Care Of My Baby","Bobby Vee",7
1961-09-11,1,"Michael","The Highwaymen",10
1961-09-04,1,"Michael","The Highwaymen",9
1961-08-28,1,"Wooden Heart","Joe Dowell",10
1961-08-21,1,"Tossin' And Turnin'","Bobby Lewis",18
1961-08-14,1,"Tossin' And Turnin'","Bobby Lewis",17
1961-08-07,1,"Tossin' And Turnin'","Bobby Lewis",16
1961-07-31,1,"Tossin' And Turnin'","Bobby Lewis",15
1961-07-24,1,"Tossin' And Turnin'","Bobby Lewis",14
1961-07-17,1,"Tossin' And Turnin'","Bobby Lewis",13
1961-07-10,1,"Tossin' And Turnin'","Bobby Lewis",12
1961-07-03,1,"Quarter To Three","U.S. Bonds",7
1961-06-26,1,"Quarter To Three","U.S. Bonds",6
1961-06-19,1,"Moody River","Pat Boone",8
1961-06-12,1,"Travelin' Man","Ricky Nelson",8
1961-06-05,1,"Running Scared","Roy Orbison",9
1961-05-29,1,"Travelin' Man","Ricky Nelson",6
1961-05-22,1,"Mother-In-Law","Ernie K-Doe",9
1961-05-15,1,"Runaway","Del Shannon",11
1961-05-08,1,"Runaway","Del Shannon",10
1961-05-01,1,"Runaway","Del Shannon",9
1961-04-24,1,"Runaway","Del Shannon",8
1961-04-17,1,"Blue Moon","The Marcels",7
1961-04-10,1,"Blue Moon","The Marcels",6
1961-04-03,1,"Blue Moon","The Marcels",5
1961-03-27,1,"Surrender","Elvis Presley With The Jordanaires",6
1961-03-20,1,"Surrender","Elvis Presley With The Jordanaires",5
1961-03-13,1,"Pony Time","Chubby Checker",8
1961-03-06,1,"Pony Time","Chubby Checker",7
1961-02-27,1,"Pony Time","Chubby Checker",6
1961-02-20,1,"Calcutta","Lawrence Welk And His Orchestra",11
1961-02-13,1,"Calcutta","Lawrence Welk And His Orchestra",10
1961-02-06,1,"Will You Love Me Tomorrow","The Shirelles",12
1961-01-30,1,"Will You Love Me Tomorrow","The Shirelles",11
1961-01-23,1,"Wonderland By Night","Bert Kaempfert And His Orchestra",11
1961-01-16,1,"Wonderland By Night","Bert Kaempfert And His Orchestra",10
1961-01-09,1,"Wonderland By Night","Bert Kaempfert And His Orchestra",9
1961-01-02,1,"Are You Lonesome To-night?","Elvis Presley With The Jordanaires",8
1960-12-26,1,"Are You Lonesome To-night?","Elvis Presley With The Jordanaires",7
1960-12-19,1,"Are You Lonesome To-night?","Elvis Presley With The Jordanaires",6
1960-12-12,1,"Are You Lonesome To-night?","Elvis Presley With The Jordanaires",5
1960-12-05,1,"Are You Lonesome To-night?","Elvis Presley With The Jordanaires",4
1960-11-28,1,"Are You Lonesome To-night?","Elvis Presley With The Jordanaires",3
1960-11-21,1,"Stay","Maurice Williams & The Zodiacs",8
1960-11-14,1,"Georgia On My Mind","Ray Charles",8
1960-11-07,1,"Save The Last Dance For Me","The Drifters",10
1960-10-31,1,"Save The Last Dance For Me","The Drifters",9
1960-10-24,1,"I Want To Be Wanted","Brenda Lee",7
1960-10-17,1,"Save The Last Dance For Me","The Drifters",7
1960-10-10,1,"Mr. Custer","Larry Verne",7
1960-10-03,1,"My Heart Has A Mind Of Its Own","Connie Francis",8
1960-09-26,1,"My Heart Has A Mind Of Its Own","Connie Francis",7
1960-09-19,1,"The Twist","Chubby Checker",8
1960-09-12,1,"It's Now Or Never","Elvis Presley With The Jordanaires",9
1960-09-05,1,"It's Now Or Never","Elvis Presley With The Jordanaires",8
1960-08-29,1,"It's Now Or Never","Elvis Presley With The Jordanaires",7
1960-08-22,1,"It's Now Or Never","Elvis Presley With The Jordanaires",6
